receipt_id,purchase_order_id,product_id,warehouse_id,receipt_date,received_quantity,receipt_status
RCV-0000344,PO-000311,FUR-CH-10003817,WH-EAST,2015-08-02,17,Received
RCV-0000632,PO-000573,FUR-FU-10001979,WH-WEST,2015-08-02,11,Received
RCV-0000641,PO-000582,FUR-FU-10002088,WH-CENTRAL,2015-08-02,10,Received
RCV-0001114,PO-001010,OFF-AP-10000124,WH-CENTRAL,2015-08-02,3,Received
RCV-0001177,PO-001066,OFF-AP-10001271,WH-SOUTH,2015-08-02,11,Received
RCV-0001253,PO-001135,OFF-AP-10002495,WH-CENTRAL,2015-08-02,13,Received
RCV-0002763,PO-002496,OFF-FA-10004838,WH-WEST,2015-08-02,10,Received
RCV-0003966,PO-003597,OFF-ST-10003123,WH-CENTRAL,2015-08-02,11,Received
RCV-0004302,PO-003902,TEC-AC-10001767,WH-WEST,2015-08-02,11,Received
RCV-0004574,PO-004158,TEC-CO-10001571,WH-CENTRAL,2015-08-02,10,Received
RCV-0004913,PO-004472,TEC-PH-10002310,WH-WEST,2015-08-02,11,Received
RCV-0002787,PO-002518,OFF-LA-10000262,WH-SOUTH,2015-08-03,12,Received
RCV-0003273,PO-002961,OFF-PA-10001937,WH-CENTRAL,2015-08-03,10,Received
RCV-0004127,PO-003745,OFF-SU-10002522,WH-WEST,2015-08-03,11,Received
RCV-0004166,PO-003781,OFF-SU-10004664,WH-WEST,2015-08-03,23,Received
RCV-0004516,PO-004105,TEC-AC-10004510,WH-CENTRAL,2015-08-03,11,Received
RCV-0004591,PO-004173,TEC-CO-10004115,WH-EAST,2015-08-03,15,Received
RCV-0004697,PO-004276,TEC-PH-10000038,WH-WEST,2015-08-03,10,Received
RCV-0000007,PO-000007,FUR-BO-10000468,WH-SOUTH,2015-08-04,11,Received
RCV-0000129,PO-000118,FUR-CH-10000155,WH-WEST,2015-08-04,23,Received
RCV-0001355,PO-001229,OFF-AP-10004708,WH-EAST,2015-08-04,22,Received
RCV-0001708,PO-001555,OFF-AR-10003903,WH-WEST,2015-08-04,16,Received
RCV-0002447,PO-002216,OFF-BI-10004600,WH-CENTRAL,2015-08-04,11,Received
RCV-0002499,PO-002263,OFF-BI-10004995,WH-CENTRAL,2015-08-04,17,Received
RCV-0004921,PO-004480,TEC-PH-10002398,WH-WEST,2015-08-04,13,Received
RCV-0000154,PO-000140,FUR-CH-10000553,WH-SOUTH,2015-08-05,11,Received
RCV-0001099,PO-000997,FUR-TA-10004767,WH-WEST,2015-08-05,14,Received
RCV-0003028,PO-002736,OFF-PA-10000295,WH-CENTRAL,2015-08-05,12,Received
RCV-0003218,PO-002908,OFF-PA-10001667,WH-WEST,2015-08-05,13,Received
RCV-0003714,PO-003362,OFF-ST-10000532,WH-WEST,2015-08-05,10,Received
RCV-0004085,PO-003706,OFF-SU-10000432,WH-CENTRAL,2015-08-05,13,Received
RCV-0001161,PO-001052,OFF-AP-10001005,WH-SOUTH,2015-08-06,10,Received
RCV-0002188,PO-001983,OFF-BI-10002854,WH-WEST,2015-08-06,10,Received
RCV-0002561,PO-002317,OFF-EN-10002500,WH-EAST,2015-08-06,10,Received
RCV-0004734,PO-004307,TEC-PH-10000441,WH-WEST,2015-08-06,9,Received
RCV-0004128,PO-003745,OFF-SU-10002522,WH-WEST,2015-08-07,7,Received
RCV-0000790,PO-000716,FUR-FU-10003691,WH-SOUTH,2015-08-08,10,Received
RCV-0001178,PO-001067,OFF-AP-10001271,WH-EAST,2015-08-08,14,Received
RCV-0002766,PO-002498,OFF-FA-10004854,WH-CENTRAL,2015-08-08,13,Received
RCV-0002781,PO-002512,OFF-LA-10000240,WH-SOUTH,2015-08-08,22,Received
RCV-0004405,PO-003997,TEC-AC-10002842,WH-WEST,2015-08-08,25,Received
RCV-0005055,PO-004601,TEC-PH-10003691,WH-EAST,2015-08-08,15,Received
RCV-0001242,PO-001125,OFF-AP-10002403,WH-WEST,2015-08-09,10,Received
RCV-0003973,PO-003604,OFF-ST-10003221,WH-EAST,2015-08-09,17,Received
RCV-0004047,PO-003672,OFF-ST-10004459,WH-EAST,2015-08-09,13,Received
RCV-0001272,PO-001154,OFF-AP-10002765,WH-EAST,2015-08-10,13,Received
RCV-0001739,PO-001583,OFF-AR-10004344,WH-SOUTH,2015-08-10,14,Received
RCV-0002712,PO-002451,OFF-FA-10002676,WH-CENTRAL,2015-08-11,14,Received
RCV-0003035,PO-002743,OFF-PA-10000312,WH-SOUTH,2015-08-11,17,Received
RCV-0002067,PO-001879,OFF-BI-10001989,WH-CENTRAL,2015-08-12,15,Received
RCV-0002185,PO-001980,OFF-BI-10002852,WH-WEST,2015-08-12,13,Received
RCV-0003090,PO-002794,OFF-PA-10000595,WH-CENTRAL,2015-08-12,18,Received
RCV-0003214,PO-002904,OFF-PA-10001639,WH-WEST,2015-08-12,12,Received
RCV-0003702,PO-003351,OFF-ST-10000321,WH-WEST,2015-08-14,9,Received
RCV-0001772,PO-001616,OFF-AR-10004930,WH-EAST,2015-08-15,12,Received
RCV-0003095,PO-002799,OFF-PA-10000659,WH-WEST,2015-08-15,14,Received
RCV-0004226,PO-003834,TEC-AC-10000844,WH-CENTRAL,2015-08-15,22,Received
RCV-0001589,PO-001449,OFF-AR-10002804,WH-EAST,2015-08-16,10,Received
RCV-0001868,PO-001702,OFF-BI-10000632,WH-CENTRAL,2015-08-16,10,Received
RCV-0003019,PO-002728,OFF-PA-10000246,WH-WEST,2015-08-16,14,Received
RCV-0003261,PO-002949,OFF-PA-10001846,WH-CENTRAL,2015-08-16,17,Received
RCV-0004170,PO-003784,OFF-SU-10004768,WH-EAST,2015-08-16,15,Received
RCV-0004781,PO-004349,TEC-PH-10001128,WH-CENTRAL,2015-08-16,21,Received
RCV-0001254,PO-001136,OFF-AP-10002495,WH-CENTRAL,2015-08-17,24,Received
RCV-0001966,PO-001791,OFF-BI-10001359,WH-SOUTH,2015-08-17,22,Received
RCV-0002035,PO-001850,OFF-BI-10001718,WH-WEST,2015-08-17,16,Received
RCV-0003096,PO-002799,OFF-PA-10000659,WH-WEST,2015-08-17,4,Received
RCV-0003255,PO-002944,OFF-PA-10001837,WH-WEST,2015-08-17,10,Received
RCV-0004148,PO-003765,OFF-SU-10003936,WH-SOUTH,2015-08-17,10,Received
RCV-0004162,PO-003778,OFF-SU-10004661,WH-EAST,2015-08-17,16,Received
RCV-0004698,PO-004277,TEC-PH-10000038,WH-WEST,2015-08-17,13,Received
RCV-0004706,PO-004283,TEC-PH-10000149,WH-EAST,2015-08-17,15,Received
RCV-0000516,PO-000469,FUR-FU-10000771,WH-WEST,2015-08-18,16,Received
RCV-0000889,PO-000807,FUR-FU-10004586,WH-CENTRAL,2015-08-18,12,Received
RCV-0001086,PO-000984,FUR-TA-10004289,WH-WEST,2015-08-18,16,Received
RCV-0002171,PO-001967,OFF-BI-10002799,WH-SOUTH,2015-08-18,10,Received
RCV-0002797,PO-002528,OFF-LA-10000443,WH-SOUTH,2015-08-18,23,Received
RCV-0003143,PO-002842,OFF-PA-10001125,WH-SOUTH,2015-08-18,10,Received
RCV-0003270,PO-002958,OFF-PA-10001934,WH-CENTRAL,2015-08-18,14,Received
RCV-0003549,PO-003211,OFF-PA-10003936,WH-CENTRAL,2015-08-18,11,Received
RCV-0003623,PO-003282,OFF-PA-10004530,WH-WEST,2015-08-18,12,Received
RCV-0000757,PO-000686,FUR-FU-10003274,WH-SOUTH,2015-08-19,15,Received
RCV-0002969,PO-002683,OFF-PA-10000019,WH-WEST,2015-08-19,10,Received
RCV-0003219,PO-002909,OFF-PA-10001667,WH-WEST,2015-08-19,15,Received
RCV-0004303,PO-003903,TEC-AC-10001767,WH-WEST,2015-08-19,25,Received
RCV-0002113,PO-001918,OFF-BI-10002225,WH-WEST,2015-08-20,10,Received
RCV-0003663,PO-003317,OFF-PA-10004965,WH-CENTRAL,2015-08-20,14,Received
RCV-0003703,PO-003351,OFF-ST-10000321,WH-WEST,2015-08-20,4,Received
RCV-0004037,PO-003663,OFF-ST-10004258,WH-EAST,2015-08-20,12,Received
RCV-0004736,PO-004309,TEC-PH-10000455,WH-EAST,2015-08-20,18,Received
RCV-0004879,PO-004440,TEC-PH-10001949,WH-WEST,2015-08-20,15,Received
RCV-0001053,PO-000956,FUR-TA-10003569,WH-CENTRAL,2015-08-21,14,Received
RCV-0002109,PO-001915,OFF-BI-10002215,WH-WEST,2015-08-21,10,Received
RCV-0004699,PO-004277,TEC-PH-10000038,WH-WEST,2015-08-21,5,Received
RCV-0004819,PO-004385,TEC-PH-10001530,WH-WEST,2015-08-21,18,Received
RCV-0000990,PO-000899,FUR-TA-10001857,WH-SOUTH,2015-08-22,15,Received
RCV-0002376,PO-002152,OFF-BI-10004141,WH-CENTRAL,2015-08-22,14,Received
RCV-0002571,PO-002327,OFF-EN-10002600,WH-WEST,2015-08-22,10,Received
RCV-0003392,PO-003064,OFF-PA-10002659,WH-EAST,2015-08-22,10,Received
RCV-0003669,PO-003322,OFF-PA-10004983,WH-SOUTH,2015-08-22,14,Received
RCV-0004371,PO-003966,TEC-AC-10002399,WH-EAST,2015-08-22,19,Received
RCV-0001690,PO-001540,OFF-AR-10003770,WH-EAST,2015-08-23,10,Received
RCV-0002101,PO-001908,OFF-BI-10002133,WH-EAST,2015-08-23,13,Received
RCV-0003321,PO-003002,OFF-PA-10002160,WH-CENTRAL,2015-08-23,10,Received
RCV-0003436,PO-003104,OFF-PA-10003001,WH-WEST,2015-08-23,15,Received
RCV-0000676,PO-000615,FUR-FU-10002456,WH-EAST,2015-08-25,26,Received
RCV-0002137,PO-001937,OFF-BI-10002432,WH-EAST,2015-08-25,10,Received
RCV-0002271,PO-002063,OFF-BI-10003638,WH-CENTRAL,2015-08-25,17,Received
RCV-0002553,PO-002309,OFF-EN-10001749,WH-SOUTH,2015-08-25,12,Received
RCV-0003578,PO-003238,OFF-PA-10004100,WH-EAST,2015-08-25,10,Received
RCV-0000649,PO-000589,FUR-FU-10002116,WH-CENTRAL,2015-08-26,10,Received
RCV-0001576,PO-001436,OFF-AR-10002445,WH-WEST,2015-08-26,14,Received
RCV-0001719,PO-001565,OFF-AR-10004042,WH-WEST,2015-08-26,18,Received
RCV-0003618,PO-003277,OFF-PA-10004475,WH-CENTRAL,2015-08-26,11,Received
RCV-0002198,PO-001993,OFF-BI-10002949,WH-EAST,2015-08-27,16,Received
RCV-0004297,PO-003897,TEC-AC-10001635,WH-CENTRAL,2015-08-27,12,Received
RCV-0000714,PO-000648,FUR-FU-10002878,WH-WEST,2015-08-29,12,Received
RCV-0001888,PO-001722,OFF-BI-10000829,WH-SOUTH,2015-08-29,19,Received
RCV-0004642,PO-004223,TEC-MA-10002210,WH-CENTRAL,2015-08-29,11,Received
RCV-0002000,PO-001818,OFF-BI-10001575,WH-WEST,2015-08-30,13,Received
RCV-0002463,PO-002230,OFF-BI-10004716,WH-EAST,2015-08-30,11,Received
RCV-0001786,PO-001629,OFF-BI-10000050,WH-EAST,2015-08-31,26,Received
RCV-0002368,PO-002144,OFF-BI-10004099,WH-CENTRAL,2015-08-31,10,Received
RCV-0002685,PO-002427,OFF-FA-10000936,WH-CENTRAL,2015-08-31,10,Received
RCV-0003038,PO-002746,OFF-PA-10000349,WH-EAST,2015-08-31,22,Received
RCV-0005045,PO-004592,TEC-PH-10003589,WH-EAST,2015-08-31,13,Received
RCV-0001885,PO-001719,OFF-BI-10000822,WH-EAST,2015-09-01,13,Received
RCV-0002172,PO-001968,OFF-BI-10002799,WH-WEST,2015-09-01,22,Received
RCV-0003010,PO-002720,OFF-PA-10000223,WH-CENTRAL,2015-09-01,11,Received
RCV-0003144,PO-002843,OFF-PA-10001125,WH-WEST,2015-09-01,24,Received
RCV-0003983,PO-003612,OFF-ST-10003327,WH-CENTRAL,2015-09-01,18,Received
RCV-0004156,PO-003773,OFF-SU-10004290,WH-WEST,2015-09-01,11,Received
RCV-0004501,PO-004090,TEC-AC-10004209,WH-SOUTH,2015-09-01,14,Received
RCV-0000336,PO-000304,FUR-CH-10003761,WH-EAST,2015-09-02,25,Received
RCV-0000514,PO-000467,FUR-FU-10000758,WH-EAST,2015-09-02,13,Received
RCV-0000897,PO-000815,FUR-FU-10004665,WH-CENTRAL,2015-09-02,14,Received
RCV-0000974,PO-000885,FUR-TA-10001539,WH-EAST,2015-09-02,23,Received
RCV-0001742,PO-001586,OFF-AR-10004441,WH-EAST,2015-09-02,10,Received
RCV-0002405,PO-002177,OFF-BI-10004308,WH-WEST,2015-09-02,11,Received
RCV-0004271,PO-003873,TEC-AC-10001383,WH-WEST,2015-09-02,11,Received
RCV-0004600,PO-004181,TEC-MA-10000029,WH-EAST,2015-09-02,13,Received
RCV-0004754,PO-004326,TEC-PH-10000675,WH-WEST,2015-09-02,10,Received
RCV-0000630,PO-000571,FUR-FU-10001967,WH-SOUTH,2015-09-03,10,Received
RCV-0001079,PO-000978,FUR-TA-10004154,WH-EAST,2015-09-03,17,Received
RCV-0001255,PO-001137,OFF-AP-10002518,WH-EAST,2015-09-03,13,Received
RCV-0001347,PO-001223,OFF-AP-10004532,WH-WEST,2015-09-03,10,Received
RCV-0001358,PO-001232,OFF-AP-10004785,WH-CENTRAL,2015-09-03,15,Received
RCV-0002593,PO-002348,OFF-EN-10003072,WH-WEST,2015-09-03,11,Received
RCV-0002920,PO-002638,OFF-LA-10003923,WH-CENTRAL,2015-09-03,13,Received
RCV-0004339,PO-003938,TEC-AC-10002134,WH-CENTRAL,2015-09-03,10,Received
RCV-0004613,PO-004194,TEC-MA-10000822,WH-CENTRAL,2015-09-03,14,Received
RCV-0004691,PO-004270,TEC-MA-10004679,WH-CENTRAL,2015-09-03,17,Received
RCV-0004940,PO-004497,TEC-PH-10002549,WH-EAST,2015-09-03,17,Received
RCV-0000375,PO-000340,FUR-CH-10004287,WH-WEST,2015-09-04,16,Received
RCV-0000380,PO-000345,FUR-CH-10004289,WH-CENTRAL,2015-09-04,13,Received
RCV-0001895,PO-001729,OFF-BI-10000948,WH-CENTRAL,2015-09-04,13,Received
RCV-0002001,PO-001818,OFF-BI-10001575,WH-WEST,2015-09-04,11,Received
RCV-0003064,PO-002769,OFF-PA-10000482,WH-CENTRAL,2015-09-04,10,Received
RCV-0003918,PO-003550,OFF-ST-10002406,WH-CENTRAL,2015-09-04,11,Received
RCV-0004402,PO-003994,TEC-AC-10002800,WH-EAST,2015-09-04,24,Received
RCV-0004636,PO-004217,TEC-MA-10002073,WH-SOUTH,2015-09-04,11,Received
RCV-0004885,PO-004445,TEC-PH-10002075,WH-EAST,2015-09-04,10,Received
RCV-0005070,PO-004614,TEC-PH-10003931,WH-EAST,2015-09-04,14,Received
RCV-0000010,PO-000010,FUR-BO-10000711,WH-SOUTH,2015-09-05,15,Received
RCV-0000678,PO-000617,FUR-FU-10002501,WH-EAST,2015-09-05,19,Received
RCV-0000839,PO-000762,FUR-FU-10004006,WH-SOUTH,2015-09-05,15,Received
RCV-0001388,PO-001259,OFF-AR-10000380,WH-CENTRAL,2015-09-05,12,Received
RCV-0001849,PO-001684,OFF-BI-10000474,WH-CENTRAL,2015-09-05,11,Received
RCV-0002065,PO-001877,OFF-BI-10001982,WH-EAST,2015-09-05,13,Received
RCV-0003431,PO-003100,OFF-PA-10002986,WH-SOUTH,2015-09-05,23,Received
RCV-0004285,PO-003885,TEC-AC-10001542,WH-CENTRAL,2015-09-05,14,Received
RCV-0004398,PO-003990,TEC-AC-10002718,WH-WEST,2015-09-05,12,Received
RCV-0001215,PO-001100,OFF-AP-10001962,WH-EAST,2015-09-06,10,Received
RCV-0001603,PO-001462,OFF-AR-10003045,WH-WEST,2015-09-06,14,Received
RCV-0002131,PO-001933,OFF-BI-10002429,WH-EAST,2015-09-06,12,Received
RCV-0002709,PO-002448,OFF-FA-10002280,WH-CENTRAL,2015-09-06,13,Received
RCV-0002729,PO-002466,OFF-FA-10002988,WH-EAST,2015-09-06,11,Received
RCV-0003114,PO-002815,OFF-PA-10000788,WH-EAST,2015-09-06,15,Received
RCV-0003639,PO-003296,OFF-PA-10004665,WH-CENTRAL,2015-09-06,11,Received
RCV-0004229,PO-003836,TEC-AC-10000865,WH-WEST,2015-09-06,13,Received
RCV-0001410,PO-001281,OFF-AR-10000634,WH-EAST,2015-09-07,11,Received
RCV-0002360,PO-002137,OFF-BI-10004040,WH-CENTRAL,2015-09-07,13,Received
RCV-0002422,PO-002193,OFF-BI-10004390,WH-SOUTH,2015-09-07,17,Received
RCV-0002613,PO-002366,OFF-EN-10003845,WH-EAST,2015-09-07,14,Received
RCV-0004355,PO-003953,TEC-AC-10002323,WH-WEST,2015-09-07,12,Received
RCV-0004678,PO-004257,TEC-MA-10003979,WH-EAST,2015-09-07,16,Received
RCV-0000769,PO-000697,FUR-FU-10003464,WH-SOUTH,2015-09-08,10,Received
RCV-0002884,PO-002609,OFF-LA-10003148,WH-CENTRAL,2015-09-08,14,Received
RCV-0003632,PO-003290,OFF-PA-10004610,WH-WEST,2015-09-08,18,Received
RCV-0003788,PO-003431,OFF-ST-10001034,WH-WEST,2015-09-08,10,Received
RCV-0004761,PO-004332,TEC-PH-10000895,WH-WEST,2015-09-08,16,Received
RCV-0001193,PO-001081,OFF-AP-10001469,WH-WEST,2015-09-09,10,Received
RCV-0002355,PO-002133,OFF-BI-10004022,WH-WEST,2015-09-09,10,Received
RCV-0002648,PO-002395,OFF-FA-10000053,WH-EAST,2015-09-09,18,Received
RCV-0004109,PO-003728,OFF-SU-10001574,WH-WEST,2015-09-09,10,Received
RCV-0000387,PO-000352,FUR-CH-10004495,WH-CENTRAL,2015-09-10,16,Received
RCV-0000459,PO-000416,FUR-FU-10000222,WH-EAST,2015-09-10,18,Received
RCV-0001325,PO-001203,OFF-AP-10003914,WH-SOUTH,2015-09-10,10,Received
RCV-0002820,PO-002548,OFF-LA-10001175,WH-EAST,2015-09-10,19,Received
RCV-0003721,PO-003369,OFF-ST-10000585,WH-EAST,2015-09-10,10,Received
RCV-0004074,PO-003696,OFF-ST-10004963,WH-EAST,2015-09-10,14,Received
RCV-0004681,PO-004260,TEC-MA-10004086,WH-WEST,2015-09-10,17,Received
RCV-0004740,PO-004313,TEC-PH-10000526,WH-CENTRAL,2015-09-10,18,Received
RCV-0001156,PO-001047,OFF-AP-10000891,WH-WEST,2015-09-11,10,Received
RCV-0001395,PO-001266,OFF-AR-10000411,WH-EAST,2015-09-11,10,Received
RCV-0002057,PO-001869,OFF-BI-10001890,WH-CENTRAL,2015-09-11,16,Received
RCV-0002519,PO-002280,OFF-EN-10001099,WH-EAST,2015-09-11,11,Received
RCV-0003103,PO-002805,OFF-PA-10000682,WH-EAST,2015-09-11,14,Received
RCV-0003348,PO-003028,OFF-PA-10002259,WH-CENTRAL,2015-09-11,15,Received
RCV-0003420,PO-003091,OFF-PA-10002923,WH-WEST,2015-09-11,10,Received
RCV-0004507,PO-004096,TEC-AC-10004353,WH-CENTRAL,2015-09-11,14,Received
RCV-0000595,PO-000539,FUR-FU-10001731,WH-EAST,2015-09-12,14,Received
RCV-0001914,PO-001746,OFF-BI-10001071,WH-CENTRAL,2015-09-12,23,Received
RCV-0002039,PO-001854,OFF-BI-10001721,WH-CENTRAL,2015-09-12,12,Received
RCV-0003805,PO-003446,OFF-ST-10001321,WH-SOUTH,2015-09-12,22,Received
RCV-0004356,PO-003953,TEC-AC-10002323,WH-WEST,2015-09-12,3,Received
RCV-0004535,PO-004122,TEC-AC-10004633,WH-CENTRAL,2015-09-12,15,Received
RCV-0004624,PO-004205,TEC-MA-10001127,WH-SOUTH,2015-09-12,14,Received
RCV-0004822,PO-004388,TEC-PH-10001536,WH-CENTRAL,2015-09-12,12,Received
RCV-0001093,PO-000991,FUR-TA-10004607,WH-CENTRAL,2015-09-13,10,Received
RCV-0001950,PO-001778,OFF-BI-10001249,WH-CENTRAL,2015-09-13,14,Received
RCV-0002309,PO-002096,OFF-BI-10003712,WH-EAST,2015-09-13,10,Received
RCV-0004294,PO-003894,TEC-AC-10001606,WH-CENTRAL,2015-09-13,19,Received
RCV-0004669,PO-004248,TEC-MA-10003353,WH-CENTRAL,2015-09-13,14,Received
RCV-0000046,PO-000041,FUR-BO-10002213,WH-WEST,2015-09-14,10,Received
RCV-0000577,PO-000522,FUR-FU-10001546,WH-CENTRAL,2015-09-14,13,Received
RCV-0001483,PO-001349,OFF-AR-10001473,WH-WEST,2015-09-14,10,Received
RCV-0001494,PO-001360,OFF-AR-10001615,WH-EAST,2015-09-14,12,Received
RCV-0002450,PO-002219,OFF-BI-10004632,WH-CENTRAL,2015-09-14,13,Received
RCV-0002538,PO-002297,OFF-EN-10001453,WH-SOUTH,2015-09-14,19,Received
RCV-0002637,PO-002385,OFF-EN-10004483,WH-SOUTH,2015-09-14,15,Received
RCV-0003445,PO-003113,OFF-PA-10003039,WH-WEST,2015-09-14,14,Received
RCV-0003910,PO-003543,OFF-ST-10002344,WH-EAST,2015-09-14,14,Received
RCV-0004015,PO-003643,OFF-ST-10003722,WH-WEST,2015-09-14,16,Received
RCV-0000423,PO-000382,FUR-CH-10004983,WH-EAST,2015-09-15,15,Received
RCV-0000611,PO-000554,FUR-FU-10001876,WH-EAST,2015-09-15,15,Received
RCV-0000902,PO-000820,FUR-FU-10004671,WH-CENTRAL,2015-09-15,15,Received
RCV-0001187,PO-001075,OFF-AP-10001366,WH-WEST,2015-09-15,12,Received
RCV-0001617,PO-001475,OFF-AR-10003179,WH-CENTRAL,2015-09-15,19,Received
RCV-0002830,PO-002558,OFF-LA-10001569,WH-EAST,2015-09-15,13,Received
RCV-0003779,PO-003422,OFF-ST-10000943,WH-CENTRAL,2015-09-15,13,Received
RCV-0004250,PO-003855,TEC-AC-10001109,WH-EAST,2015-09-15,18,Received
RCV-0004762,PO-004332,TEC-PH-10000895,WH-WEST,2015-09-15,7,Received
RCV-0004787,PO-004355,TEC-PH-10001299,WH-CENTRAL,2015-09-15,10,Received
RCV-0004898,PO-004457,TEC-PH-10002185,WH-CENTRAL,2015-09-15,12,Received
RCV-0005001,PO-004548,TEC-PH-10003012,WH-CENTRAL,2015-09-15,12,Received
RCV-0005005,PO-004552,TEC-PH-10003072,WH-EAST,2015-09-15,10,Received
RCV-0001128,PO-001023,OFF-AP-10000358,WH-CENTRAL,2015-09-16,10,Received
RCV-0001594,PO-001453,OFF-AR-10002833,WH-EAST,2015-09-16,21,Received
RCV-0001598,PO-001457,OFF-AR-10002956,WH-EAST,2015-09-16,12,Received
RCV-0003518,PO-003182,OFF-PA-10003724,WH-WEST,2015-09-16,10,Received
RCV-0003722,PO-003369,OFF-ST-10000585,WH-EAST,2015-09-16,7,Received
RCV-0003749,PO-003396,OFF-ST-10000736,WH-WEST,2015-09-16,13,Received
RCV-0004502,PO-004091,TEC-AC-10004209,WH-SOUTH,2015-09-16,25,Received
RCV-0000388,PO-000352,FUR-CH-10004495,WH-CENTRAL,2015-09-17,5,Received
RCV-0000927,PO-000842,FUR-FU-10004952,WH-EAST,2015-09-17,15,Received
RCV-0001641,PO-001497,OFF-AR-10003469,WH-EAST,2015-09-17,22,Received
RCV-0001705,PO-001552,OFF-AR-10003876,WH-CENTRAL,2015-09-17,10,Received
RCV-0001850,PO-001685,OFF-BI-10000474,WH-CENTRAL,2015-09-17,24,Received
RCV-0003213,PO-002903,OFF-PA-10001622,WH-CENTRAL,2015-09-17,12,Received
RCV-0003740,PO-003387,OFF-ST-10000675,WH-WEST,2015-09-17,10,Received
RCV-0001326,PO-001204,OFF-AP-10003914,WH-SOUTH,2015-09-18,25,Received
RCV-0001359,PO-001233,OFF-AP-10004785,WH-WEST,2015-09-18,22,Received
RCV-0002240,PO-002034,OFF-BI-10003314,WH-SOUTH,2015-09-18,19,Received
RCV-0002487,PO-002253,OFF-BI-10004965,WH-CENTRAL,2015-09-18,15,Received
RCV-0003036,PO-002744,OFF-PA-10000327,WH-CENTRAL,2015-09-18,10,Received
RCV-0003337,PO-003017,OFF-PA-10002246,WH-WEST,2015-09-18,12,Received
RCV-0003652,PO-003309,OFF-PA-10004888,WH-CENTRAL,2015-09-18,19,Received
RCV-0004372,PO-003967,TEC-AC-10002399,WH-SOUTH,2015-09-18,9,Received
RCV-0004584,PO-004167,TEC-CO-10002313,WH-CENTRAL,2015-09-18,11,Received
RCV-0001936,PO-001766,OFF-BI-10001120,WH-CENTRAL,2015-09-19,10,Received
RCV-0002033,PO-001848,OFF-BI-10001679,WH-SOUTH,2015-09-19,17,Received
RCV-0002451,PO-002219,OFF-BI-10004632,WH-CENTRAL,2015-09-19,9,Received
RCV-0003002,PO-002713,OFF-PA-10000174,WH-WEST,2015-09-19,19,Received
RCV-0003471,PO-003139,OFF-PA-10003270,WH-CENTRAL,2015-09-19,10,Received
RCV-0003555,PO-003217,OFF-PA-10004000,WH-EAST,2015-09-19,12,Received
RCV-0004178,PO-003792,TEC-AC-10000023,WH-SOUTH,2015-09-19,18,Received
RCV-0004718,PO-004294,TEC-PH-10000215,WH-CENTRAL,2015-09-19,9,Received
RCV-0000402,PO-000364,FUR-CH-10004698,WH-CENTRAL,2015-09-20,14,Received
RCV-0001584,PO-001444,OFF-AR-10002656,WH-CENTRAL,2015-09-20,17,Received
RCV-0001825,PO-001662,OFF-BI-10000301,WH-CENTRAL,2015-09-20,11,Received
RCV-0002206,PO-002001,OFF-BI-10002982,WH-WEST,2015-09-20,11,Received
RCV-0003867,PO-003502,OFF-ST-10001713,WH-EAST,2015-09-20,15,Received
RCV-0004079,PO-003701,OFF-SU-10000157,WH-CENTRAL,2015-09-20,20,Received
RCV-0004368,PO-003963,TEC-AC-10002370,WH-EAST,2015-09-20,16,Received
RCV-0000144,PO-000131,FUR-CH-10000454,WH-WEST,2015-09-21,19,Received
RCV-0000876,PO-000796,FUR-FU-10004270,WH-CENTRAL,2015-09-21,14,Received
RCV-0001195,PO-001083,OFF-AP-10001492,WH-WEST,2015-09-21,14,Received
RCV-0002227,PO-002021,OFF-BI-10003274,WH-WEST,2015-09-21,12,Received
RCV-0002256,PO-002049,OFF-BI-10003460,WH-CENTRAL,2015-09-21,10,Received
RCV-0003944,PO-003575,OFF-ST-10002615,WH-EAST,2015-09-21,14,Received
RCV-0000291,PO-000266,FUR-CH-10002961,WH-WEST,2015-09-22,10,Received
RCV-0002162,PO-001958,OFF-BI-10002735,WH-WEST,2015-09-22,20,Received
RCV-0000403,PO-000365,FUR-CH-10004698,WH-CENTRAL,2015-09-23,14,Received
RCV-0000871,PO-000791,FUR-FU-10004188,WH-WEST,2015-09-23,10,Received
RCV-0001208,PO-001094,OFF-AP-10001634,WH-CENTRAL,2015-09-23,12,Received
RCV-0001225,PO-001109,OFF-AP-10002191,WH-CENTRAL,2015-09-23,13,Received
RCV-0001283,PO-001165,OFF-AP-10002945,WH-EAST,2015-09-23,19,Received
RCV-0002674,PO-002419,OFF-FA-10000624,WH-WEST,2015-09-23,10,Received
RCV-0002684,PO-002426,OFF-FA-10000840,WH-WEST,2015-09-23,13,Received
RCV-0004044,PO-003669,OFF-ST-10004340,WH-WEST,2015-09-23,17,Received
RCV-0004719,PO-004294,TEC-PH-10000215,WH-CENTRAL,2015-09-23,5,Received
RCV-0000467,PO-000423,FUR-FU-10000277,WH-EAST,2015-09-24,15,Received
RCV-0002870,PO-002596,OFF-LA-10002762,WH-EAST,2015-09-24,17,Received
RCV-0002877,PO-002602,OFF-LA-10002945,WH-CENTRAL,2015-09-24,19,Received
RCV-0003009,PO-002719,OFF-PA-10000213,WH-EAST,2015-09-24,22,Received
RCV-0003310,PO-002993,OFF-PA-10002105,WH-WEST,2015-09-24,10,Received
RCV-0000580,PO-000525,FUR-FU-10001588,WH-WEST,2015-09-25,13,Received
