product_id,product_name,category,sub_category,supplier_id,supplier_name,default_warehouse_id,lead_time_days,avg_unit_price,standard_unit_cost,reorder_point_qty,target_stock_qty
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-WEST,14,$68.26,$41.92,5,10
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,SUP-FUR-02,Atlas Workspace Supply,WH-SOUTH,16,$165.56,$94.40,5,10
FUR-TA-10002533,BPI Conference Tables,Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-SOUTH,13,$97.69,$63.09,5,10
FUR-TA-10002607,KI Conference Tables,Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-WEST,12,$47.76,$29.90,5,10
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-EAST,11,$107.34,$67.58,5,10
FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-EAST,12,$163.08,$103.98,5,10
FUR-TA-10002774,Laminate Occasional Tables,Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-WEST,13,$128.44,$82.46,5,10
FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables,SUP-FUR-02,Atlas Workspace Supply,WH-CENTRAL,18,$80.75,$49.10,5,10
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,SUP-FUR-02,Atlas Workspace Supply,WH-EAST,13,$221.93,$142.90,5,10
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-EAST,14,$262.18,$166.18,5,10
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,SUP-FUR-01,Northwood Furnishings,WH-WEST,14,$82.74,$52.65,5,10
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-EAST,14,$232.38,$135.97,5,10
FUR-TA-10003392,Global Adaptabilities Conference Tables,Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-WEST,10,$389.36,$225.33,5,10
FUR-TA-10003469,Balt Split Level Computer Training Table,Furniture,Tables,SUP-FUR-01,Northwood Furnishings,WH-EAST,14,$77.28,$47.46,5,10
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-WEST,11,$236.79,$137.31,5,10
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-CENTRAL,16,$294.05,$187.93,5,10
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-WEST,15,$282.65,$172.50,5,10
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,SUP-FUR-01,Northwood Furnishings,WH-WEST,12,$189.98,$116.24,5,10
FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-EAST,18,$8.88,$5.46,5,10
FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture,Tables,SUP-FUR-02,Atlas Workspace Supply,WH-WEST,14,$457.10,$270.92,5,10
FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-CENTRAL,12,$87.27,$53.33,5,10
FUR-TA-10004147,Hon 4060 Series Tables,Furniture,Tables,SUP-FUR-01,Northwood Furnishings,WH-WEST,16,$154.50,$89.05,5,10
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-EAST,17,$85.78,$52.97,5,10
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,SUP-FUR-02,Atlas Workspace Supply,WH-EAST,18,$202.54,$117.77,5,10
FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-EAST,15,$261.48,$160.13,5,10
FUR-TA-10004256,Bretford â€œJust In Timeâ€ Height-Adjustable Multi-Task Work Tables,Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-WEST,15,$310.44,$189.70,5,10
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,SUP-FUR-01,Northwood Furnishings,WH-CENTRAL,16,$192.22,$121.10,5,10
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-EAST,17,$162.55,$98.73,5,10
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,SUP-FUR-04,Cedar Contract Goods,WH-SOUTH,10,$155.70,$90.98,5,10
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,SUP-FUR-03,Summit Office Interiors,WH-WEST,14,$244.17,$145.98,5,10
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables,SUP-FUR-01,Northwood Furnishings,WH-CENTRAL,13,$84.83,$54.64,5,10
FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables,SUP-FUR-02,Atlas Workspace Supply,WH-WEST,13,$267.11,$153.79,5,10
FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,SUP-FUR-02,Atlas Workspace Supply,WH-CENTRAL,14,$25.18,$15.39,5,10
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,SUP-FUR-02,Atlas Workspace Supply,WH-CENTRAL,15,$212.46,$122.34,5,10
OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-EAST,8,$85.51,$47.89,5,10
OFF-AP-10000027,Hoover Commercial SteamVac,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-WEST,5,$5.65,$3.10,5,10
OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,7,$26.47,$15.03,5,10
OFF-AP-10000124,Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,5,$2.39,$1.38,5,10
OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,8,$29.72,$16.84,5,10
OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-EAST,7,$108.30,$54.78,5,10
OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,8,$48.49,$24.78,5,10
OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,4,$6.44,$3.31,5,10
OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,4,"$1,062.55",$557.19,5,10
OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,5,$78.96,$44.13,5,10
OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,5,$9.18,$4.60,5,10
OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,9,$33.88,$17.00,5,10
OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,9,$85.21,$48.88,5,10
OFF-AP-10000595,Disposable Triple-Filter Dust Bags,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-EAST,9,$1.92,$1.00,5,10
OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-WEST,5,$19.52,$10.39,5,10
OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-SOUTH,9,$12.31,$6.31,5,10
OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,5,$4.50,$2.56,5,10
OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,8,$71.67,$38.17,5,10
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,6,$119.70,$65.58,5,10
OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-EAST,6,$123.42,$65.79,5,10
OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,4,$88.26,$47.89,5,10
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,9,$180.13,$96.09,5,10
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,5,$71.98,$40.80,5,13
OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,7,$32.93,$16.52,5,10
OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,5,$100.34,$55.95,5,10
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,6,$35.62,$20.07,5,10
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,5,$36.45,$20.49,5,10
OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,4,$51.25,$29.16,5,10
OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-EAST,9,$12.69,$6.49,5,10
OFF-AP-10001366,Staple holder,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-WEST,9,$17.39,$9.91,5,10
OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,9,$121.82,$67.12,5,10
OFF-AP-10001394,Harmony Air Purifier,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,5,$97.21,$49.19,5,10
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-WEST,9,$69.79,$35.47,5,10
OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-WEST,5,$8.93,$4.96,5,10
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,8,$27.99,$15.23,5,10
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,7,$98.20,$52.41,5,10
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,8,$3.94,$2.00,5,10
OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,8,$1.79,$1.00,5,10
OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,6,$11.59,$6.46,5,10
OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-EAST,6,$7.95,$4.38,5,10
OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-EAST,7,$8.69,$4.64,5,10
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-SOUTH,6,$153.13,$78.43,5,10
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,6,$25.41,$12.87,5,10
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,8,$0.54,$1.00,5,10
OFF-AP-10002222,Staple holder,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,7,$6.28,$3.21,5,10
OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,9,$3.58,$2.00,5,10
OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,8,$35.70,$18.64,5,10
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-EAST,8,$31.82,$18.25,5,10
OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,9,$34.47,$17.80,5,10
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,6,$63.35,$34.19,5,10
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,7,$80.06,$44.49,5,10
OFF-AP-10002472,3M Office Air Cleaner,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,6,$25.98,$13.81,5,10
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,6,$19.52,$10.90,5,10
OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-EAST,9,$211.80,$121.07,5,10
OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,4,$165.97,$85.80,5,10
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-EAST,8,$35.64,$19.49,5,10
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,5,$514.72,$287.83,5,10
OFF-AP-10002670,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,7,$21.23,$10.93,5,10
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,9,$121.17,$67.53,5,10
OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,7,$75.01,$41.59,5,13
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,5,$13.07,$7.43,5,10
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,7,$25.02,$13.44,5,10
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-EAST,7,$26.64,$13.65,5,10
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,4,$0.90,$1.00,5,10
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-EAST,7,$284.76,$142.39,5,10
OFF-AP-10002998,Holmes 99% HEPA Air Purifier,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-EAST,9,$36.56,$19.19,5,10
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-WEST,8,$50.95,$29.03,5,10
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,9,$397.76,$209.85,5,10
OFF-AP-10003099,"Eureka Hand Vacuum, Bagless",Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-SOUTH,8,$39.54,$21.78,5,10
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,5,$73.47,$40.47,5,10
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,5,$5.69,$3.25,5,10
OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,8,$5.32,$2.97,5,10
OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,6,$7.27,$3.76,5,10
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-WEST,7,$31.43,$17.15,5,10
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,5,$330.56,$176.75,5,10
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-WEST,8,$5.74,$3.24,5,10
OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,8,$61.26,$31.49,5,10
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,9,$25.08,$13.50,5,10
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,4,$154.49,$88.98,5,10
OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,7,$22.82,$11.63,5,10
OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,5,$22.58,$11.90,5,11
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,4,$2.60,$1.47,5,10
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,7,$15.38,$8.85,5,10
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,6,$8.11,$4.62,5,10
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,4,$3.51,$1.98,5,10
OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,8,$22.54,$12.34,5,10
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,6,$33.56,$18.57,5,14
OFF-AP-10004249,Staple holder,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,6,$22.15,$11.35,5,10
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-EAST,8,$27.17,$14.69,5,10
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-EAST,6,$140.57,$81.14,5,10
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,9,$27.89,$14.54,5,10
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances,SUP-OFF-04,Evergreen Office Goods,WH-SOUTH,9,$77.77,$42.87,5,10
OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,4,$22.92,$12.80,5,10
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,8,$29.21,$15.09,5,10
OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,5,$39.58,$20.99,5,10
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,4,$10.82,$5.53,5,10
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,8,$2.92,$1.67,5,10
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,5,$14.09,$7.95,5,10
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,8,$8.37,$4.69,5,10
OFF-AR-10000122,Newell 314,Office Supplies,Art,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,7,$6.52,$3.29,5,10
OFF-AR-10000127,Newell 321,Office Supplies,Art,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,8,$5.72,$2.95,5,10
OFF-AR-10000203,Newell 336,Office Supplies,Art,SUP-OFF-02,Metro Stationery Co.,WH-WEST,7,$3.26,$1.68,5,10
OFF-AR-10000246,Newell 318,Office Supplies,Art,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,4,$2.49,$1.44,5,10
OFF-AR-10000255,Newell 328,Office Supplies,Art,SUP-OFF-04,Evergreen Office Goods,WH-WEST,9,$5.14,$2.68,5,10
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,Art,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,6,$1.82,$1.04,5,10
OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,Art,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,6,$1.02,$1.00,5,10
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,9,$48.12,$24.18,5,10
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,9,$3.14,$1.70,5,10
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,SUP-OFF-02,Metro Stationery Co.,WH-EAST,5,$8.77,$4.99,5,10
OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,5,$3.15,$1.66,5,10
OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,Art,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,4,$2.17,$1.18,5,10
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,6,$5.44,$3.05,5,10
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Art,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,8,$44.10,$24.72,5,10
OFF-AR-10000588,Newell 345,Office Supplies,Art,SUP-OFF-02,Metro Stationery Co.,WH-EAST,8,$13.69,$7.23,5,10
OFF-AR-10000614,Barrel Sharpener,Office Supplies,Art,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,9,$3.52,$1.82,5,10
OFF-AR-10000634,Newell 320,Office Supplies,Art,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,4,$3.62,$1.99,5,10
